"data","manancial","volume armazenado","pluviometria do dia","pluviometria acumulada no mês","média histórica do mês"
"2011-1-29","sistemaCotia","102,3 %","0,0 mm","294,8 mm","223,8 mm"
"2011-1-29","sistemaRioGrande","96,6 %","4,2 mm","333,7 mm","235,8 mm"
"2011-1-29","sistemaRioClaro","102,0 %","0,1 mm","281,5 mm","292,4 mm"
"2011-1-30","sistemaCantareira","93,4 %","0,1 mm","486,3 mm","255,9 mm"
"2011-1-30","sistemaAltoTiete","79,4 %","4,1 mm","317,6 mm","245,1 mm"
"2011-1-30","sistemaGuarapiranga","79,1 %","0,0 mm","307,6 mm","225,7 mm"
"2011-1-30","sistemaCotia","102,3 %","0,0 mm","294,8 mm","223,8 mm"
"2011-1-30","sistemaRioGrande","96,1 %","13,2 mm","346,9 mm","235,8 mm"
"2011-1-30","sistemaRioClaro","101,9 %","0,0 mm","281,5 mm","292,4 mm"
"2011-1-31","sistemaCantareira","92,8 %","0,0 mm","486,3 mm","255,9 mm"
"2011-1-31","sistemaAltoTiete","79,4 %","14,3 mm","331,9 mm","245,1 mm"
"2011-1-31","sistemaGuarapiranga","79,1 %","0,0 mm","307,6 mm","225,7 mm"
"2011-1-31","sistemaCotia","102,3 %","0,0 mm","294,8 mm","223,8 mm"
"2011-1-31","sistemaRioGrande","95,3 %","0,0 mm","346,9 mm","235,8 mm"
"2011-1-31","sistemaRioClaro","101,9 %","0,0 mm","281,5 mm","292,4 mm"
"2011-2-1","sistemaCantareira","92,3 %","7,6 mm","7,6 mm","206,5 mm"
"2011-2-1","sistemaAltoTiete","79,2 %","3,4 mm","3,4 mm","198,4 mm"
"2011-2-1","sistemaGuarapiranga","78,6 %","0,0 mm","0,0 mm","194,0 mm"
"2011-2-1","sistemaCotia","102,1 %","1,0 mm","1,0 mm","181,8 mm"
"2011-2-1","sistemaRioGrande","95,1 %","20,5 mm","20,5 mm","205,3 mm"
"2011-2-1","sistemaRioClaro","101,9 %","0,0 mm","0,0 mm","244,0 mm"
"2011-2-2","sistemaCantareira","91,8 %","0,0 mm","7,6 mm","206,5 mm"
"2011-2-2","sistemaAltoTiete","79,0 %","0,0 mm","3,4 mm","198,4 mm"
"2011-2-2","sistemaGuarapiranga","78,5 %","0,0 mm","0,0 mm","194,0 mm"
"2011-2-2","sistemaCotia","101,6 %","0,0 mm","1,0 mm","181,8 mm"
"2011-2-2","sistemaRioGrande","94,6 %","0,0 mm","20,5 mm","205,3 mm"
"2011-2-2","sistemaRioClaro","101,9 %","0,0 mm","0,0 mm","244,0 mm"
"2011-2-3","sistemaCantareira","91,6 %","10,2 mm","17,8 mm","206,5 mm"
"2011-2-3","sistemaAltoTiete","79,3 %","27,8 mm","31,2 mm","198,4 mm"
"2011-2-3","sistemaGuarapiranga","78,9 %","35,4 mm","35,4 mm","194,0 mm"
"2011-2-3","sistemaCotia","102,7 %","33,0 mm","34,0 mm","181,8 mm"
"2011-2-3","sistemaRioGrande","94,5 %","35,2 mm","55,7 mm","205,3 mm"
"2011-2-3","sistemaRioClaro","102,2 %","17,5 mm","17,5 mm","244,0 mm"
"2011-2-4","sistemaCantareira","91,3 %","0,6 mm","18,4 mm","206,5 mm"
"2011-2-4","sistemaAltoTiete","79,6 %","9,8 mm","41,0 mm","198,4 mm"
"2011-2-4","sistemaGuarapiranga","79,7 %","2,0 mm","37,4 mm","194,0 mm"
"2011-2-4","sistemaCotia","102,7 %","0,4 mm","34,4 mm","181,8 mm"
"2011-2-4","sistemaRioGrande","94,5 %","2,0 mm","57,7 mm","205,3 mm"
"2011-2-4","sistemaRioClaro","102,0 %","0,5 mm","18,0 mm","244,0 mm"
"2011-2-5","sistemaCantareira","90,7 %","0,4 mm","18,8 mm","206,5 mm"
"2011-2-5","sistemaAltoTiete","79,7 %","0,0 mm","41,0 mm","198,4 mm"
"2011-2-5","sistemaGuarapiranga","80,2 %","0,2 mm","37,6 mm","194,0 mm"
"2011-2-5","sistemaCotia","102,5 %","3,0 mm","37,4 mm","181,8 mm"
"2011-2-5","sistemaRioGrande","94,2 %","5,8 mm","63,5 mm","205,3 mm"
"2011-2-5","sistemaRioClaro","102,0 %","0,0 mm","18,0 mm","244,0 mm"
"2011-2-6","sistemaCantareira","90,1 %","0,1 mm","18,8 mm","206,5 mm"
"2011-2-6","sistemaAltoTiete","79,6 %","0,0 mm","41,0 mm","198,4 mm"
"2011-2-6","sistemaGuarapiranga","80,5 %","0,8 mm","38,4 mm","194,0 mm"
"2011-2-6","sistemaCotia","102,3 %","3,0 mm","40,4 mm","181,8 mm"
"2011-2-6","sistemaRioGrande","94,2 %","0,0 mm","63,5 mm","205,3 mm"
"2011-2-6","sistemaRioClaro","101,9 %","0,0 mm","18,0 mm","244,0 mm"
"2011-2-7","sistemaCantareira","89,5 %","1,0 mm","19,9 mm","206,5 mm"
"2011-2-7","sistemaAltoTiete","79,5 %","0,0 mm","41,0 mm","198,4 mm"
"2011-2-7","sistemaGuarapiranga","80,5 %","0,0 mm","38,4 mm","194,0 mm"
"2011-2-7","sistemaCotia","101,8 %","0,0 mm","40,4 mm","181,8 mm"
"2011-2-7","sistemaRioGrande","94,2 %","0,0 mm","63,5 mm","205,3 mm"
"2011-2-7","sistemaRioClaro","101,9 %","0,0 mm","18,0 mm","244,0 mm"
"2011-2-8","sistemaCantareira","89,0 %","0,0 mm","19,9 mm","206,5 mm"
"2011-2-8","sistemaAltoTiete","79,4 %","1,2 mm","42,2 mm","198,4 mm"
"2011-2-8","sistemaGuarapiranga","80,6 %","0,6 mm","39,0 mm","194,0 mm"
"2011-2-8","sistemaCotia","101,4 %","0,0 mm","40,4 mm","181,8 mm"
"2011-2-8","sistemaRioGrande","94,8 %","5,5 mm","69,0 mm","205,3 mm"
"2011-2-8","sistemaRioClaro","101,9 %","1,2 mm","19,2 mm","244,0 mm"
"2011-2-9","sistemaCantareira","88,7 %","0,9 mm","20,7 mm","206,5 mm"
"2011-2-9","sistemaAltoTiete","79,2 %","3,2 mm","45,4 mm","198,4 mm"
"2011-2-9","sistemaGuarapiranga","80,5 %","3,4 mm","42,4 mm","194,0 mm"
"2011-2-9","sistemaCotia","101,4 %","5,0 mm","45,4 mm","181,8 mm"
"2011-2-9","sistemaRioGrande","95,0 %","6,2 mm","75,2 mm","205,3 mm"
"2011-2-9","sistemaRioClaro","101,9 %","0,2 mm","19,4 mm","244,0 mm"
"2011-2-10","sistemaCantareira","88,4 %","0,6 mm","21,3 mm","206,5 mm"
"2011-2-10","sistemaAltoTiete","79,2 %","0,0 mm","45,4 mm","198,4 mm"
"2011-2-10","sistemaGuarapiranga","80,3 %","0,0 mm","42,4 mm","194,0 mm"
"2011-2-10","sistemaCotia","101,4 %","0,0 mm","45,4 mm","181,8 mm"
"2011-2-10","sistemaRioGrande","95,0 %","0,0 mm","75,2 mm","205,3 mm"
"2011-2-10","sistemaRioClaro","101,9 %","7,5 mm","26,9 mm","244,0 mm"
"2011-2-11","sistemaCantareira","88,2 %","0,3 mm","21,6 mm","206,5 mm"
"2011-2-11","sistemaAltoTiete","79,0 %","0,5 mm","45,9 mm","198,4 mm"
"2011-2-11","sistemaGuarapiranga","80,3 %","1,8 mm","44,2 mm","194,0 mm"
"2011-2-11","sistemaCotia","101,8 %","13,0 mm","58,4 mm","181,8 mm"
"2011-2-11","sistemaRioGrande","95,1 %","21,8 mm","97,0 mm","205,3 mm"
"2011-2-11","sistemaRioClaro","101,9 %","0,0 mm","26,9 mm","244,0 mm"
"2011-2-12","sistemaCantareira","88,1 %","18,6 mm","40,3 mm","206,5 mm"
"2011-2-12","sistemaAltoTiete","78,9 %","4,7 mm","50,6 mm","198,4 mm"
"2011-2-12","sistemaGuarapiranga","80,8 %","15,2 mm","59,4 mm","194,0 mm"
"2011-2-12","sistemaCotia","102,3 %","5,0 mm","63,4 mm","181,8 mm"
"2011-2-12","sistemaRioGrande","95,0 %","0,0 mm","97,0 mm","205,3 mm"
"2011-2-12","sistemaRioClaro","101,9 %","0,0 mm","26,9 mm","244,0 mm"
"2011-2-13","sistemaCantareira","87,9 %","0,1 mm","40,4 mm","206,5 mm"
"2011-2-13","sistemaAltoTiete","78,7 %","1,7 mm","52,3 mm","198,4 mm"
"2011-2-13","sistemaGuarapiranga","81,5 %","4,4 mm","63,8 mm","194,0 mm"
"2011-2-13","sistemaCotia","101,8 %","0,0 mm","63,4 mm","181,8 mm"
"2011-2-13","sistemaRioGrande","95,0 %","0,0 mm","97,0 mm","205,3 mm"
"2011-2-13","sistemaRioClaro","101,9 %","0,3 mm","27,2 mm","244,0 mm"
"2011-2-14","sistemaCantareira","87,7 %","2,0 mm","42,4 mm","206,5 mm"
"2011-2-14","sistemaAltoTiete","78,5 %","0,1 mm","52,3 mm","198,4 mm"
"2011-2-14","sistemaGuarapiranga","81,5 %","0,0 mm","63,8 mm","194,0 mm"
"2011-2-14","sistemaCotia","101,4 %","0,0 mm","63,4 mm","181,8 mm"
"2011-2-14","sistemaRioGrande","95,0 %","0,0 mm","97,0 mm","205,3 mm"
"2011-2-14","sistemaRioClaro","101,9 %","11,9 mm","39,1 mm","244,0 mm"
"2011-2-15","sistemaCantareira","87,7 %","22,4 mm","64,7 mm","206,5 mm"
"2011-2-15","sistemaAltoTiete","78,4 %","2,3 mm","54,6 mm","198,4 mm"
"2011-2-15","sistemaGuarapiranga","81,7 %","0,2 mm","64,0 mm","194,0 mm"
"2011-2-15","sistemaCotia","101,1 %","5,6 mm","69,0 mm","181,8 mm"
"2011-2-15","sistemaRioGrande","95,0 %","0,5 mm","97,5 mm","205,3 mm"
"2011-2-15","sistemaRioClaro","102,3 %","9,8 mm","48,9 mm","244,0 mm"
"2011-2-16","sistemaCantareira","87,8 %","18,8 mm","83,6 mm","206,5 mm"
"2011-2-16","sistemaAltoTiete","78,6 %","10,9 mm","65,5 mm","198,4 mm"
"2011-2-16","sistemaGuarapiranga","81,8 %","3,8 mm","67,8 mm","194,0 mm"
"2011-2-16","sistemaCotia","101,1 %","5,6 mm","74,6 mm","181,8 mm"
"2011-2-16","sistemaRioGrande","95,1 %","11,8 mm","109,3 mm","205,3 mm"
"2011-2-16","sistemaRioClaro","102,5 %","24,5 mm","73,4 mm","244,0 mm"
"2011-2-17","sistemaCantareira","87,8 %","14,2 mm","97,7 mm","206,5 mm"
"2011-2-17","sistemaAltoTiete","78,9 %","18,2 mm","83,8 mm","198,4 mm"
"2011-2-17","sistemaGuarapiranga","82,4 %","10,4 mm","78,2 mm","194,0 mm"
"2011-2-17","sistemaCotia","101,8 %","37,0 mm","111,6 mm","181,8 mm"
"2011-2-17","sistemaRioGrande","95,1 %","3,8 mm","113,1 mm","205,3 mm"
"2011-2-17","sistemaRioClaro","102,3 %","16,8 mm","90,2 mm","244,0 mm"
"2011-2-18","sistemaCantareira","87,8 %","2,0 mm","99,7 mm","206,5 mm"
"2011-2-18","sistemaAltoTiete","78,9 %","0,5 mm","84,3 mm","198,4 mm"
"2011-2-18","sistemaGuarapiranga","83,2 %","0,0 mm","78,2 mm","194,0 mm"
"2011-2-18","sistemaCotia","102,3 %","0,0 mm","111,6 mm","181,8 mm"
"2011-2-18","sistemaRioGrande","95,3 %","0,0 mm","113,1 mm","205,3 mm"
"2011-2-18","sistemaRioClaro","102,0 %","0,1 mm","90,3 mm","244,0 mm"
"2011-2-19","sistemaCantareira","87,6 %","2,3 mm","102,0 mm","206,5 mm"
"2011-2-19","sistemaAltoTiete","78,9 %","3,5 mm","87,7 mm","198,4 mm"
"2011-2-19","sistemaGuarapiranga","83,5 %","1,8 mm","80,0 mm","194,0 mm"
"2011-2-19","sistemaCotia","102,7 %","15,4 mm","127,0 mm","181,8 mm"
"2011-2-19","sistemaRioGrande","95,5 %","0,0 mm","113,1 mm","205,3 mm"
"2011-2-19","sistemaRioClaro","101,9 %","5,5 mm","95,8 mm","244,0 mm"
"2011-2-20","sistemaCantareira","87,4 %","0,1 mm","102,1 mm","206,5 mm"
"2011-2-20","sistemaAltoTiete","78,8 %","0,1 mm","87,9 mm","198,4 mm"
"2011-2-20","sistemaGuarapiranga","83,6 %","0,0 mm","80,0 mm","194,0 mm"
"2011-2-20","sistemaCotia","102,3 %","0,8 mm","127,8 mm","181,8 mm"
"2011-2-20","sistemaRioGrande","95,3 %","0,0 mm","113,1 mm","205,3 mm"
"2011-2-20","sistemaRioClaro","101,9 %","0,0 mm","95,8 mm","244,0 mm"
"2011-2-21","sistemaCantareira","87,2 %","0,1 mm","102,2 mm","206,5 mm"
"2011-2-21","sistemaAltoTiete","78,7 %","0,0 mm","87,9 mm","198,4 mm"
"2011-2-21","sistemaGuarapiranga","83,5 %","0,0 mm","80,0 mm","194,0 mm"
"2011-2-21","sistemaCotia","101,8 %","8,0 mm","135,8 mm","181,8 mm"
"2011-2-21","sistemaRioGrande","94,8 %","0,0 mm","113,1 mm","205,3 mm"
"2011-2-21","sistemaRioClaro","101,9 %","0,0 mm","95,8 mm","244,0 mm"
"2011-2-22","sistemaCantareira","87,1 %","3,7 mm","105,9 mm","206,5 mm"
"2011-2-22","sistemaAltoTiete","78,8 %","16,4 mm","104,3 mm","198,4 mm"
"2011-2-22","sistemaGuarapiranga","83,8 %","6,2 mm","86,2 mm","194,0 mm"
"2011-2-22","sistemaCotia","102,1 %","0,0 mm","135,8 mm","181,8 mm"
"2011-2-22","sistemaRioGrande","94,6 %","0,8 mm","113,9 mm","205,3 mm"
"2011-2-22","sistemaRioClaro","101,7 %","0,2 mm","96,0 mm","244,0 mm"
"2011-2-23","sistemaCantareira","86,8 %","13,4 mm","119,3 mm","206,5 mm"
"2011-2-23","sistemaAltoTiete","78,7 %","0,8 mm","105,1 mm","198,4 mm"
"2011-2-23","sistemaGuarapiranga","84,1 %","0,0 mm","86,2 mm","194,0 mm"
"2011-2-23","sistemaCotia","102,1 %","0,0 mm","135,8 mm","181,8 mm"
"2011-2-23","sistemaRioGrande","95,3 %","0,0 mm","113,9 mm","205,3 mm"
"2011-2-23","sistemaRioClaro","101,6 %","9,4 mm","105,4 mm","244,0 mm"
"2011-2-24","sistemaCantareira","86,7 %","3,6 mm","122,9 mm","206,5 mm"
"2011-2-24","sistemaAltoTiete","78,7 %","0,0 mm","105,2 mm","198,4 mm"
"2011-2-24","sistemaGuarapiranga","84,0 %","0,0 mm","86,2 mm","194,0 mm"
"2011-2-24","sistemaCotia","101,8 %","3,8 mm","139,6 mm","181,8 mm"
"2011-2-24","sistemaRioGrande","95,5 %","0,0 mm","113,9 mm","205,3 mm"
"2011-2-24","sistemaRioClaro","101,7 %","1,6 mm","107,0 mm","244,0 mm"
"2011-2-25","sistemaCantareira","86,5 %","2,9 mm","125,8 mm","206,5 mm"
"2011-2-25","sistemaAltoTiete","78,6 %","0,1 mm","105,3 mm","198,4 mm"
"2011-2-25","sistemaGuarapiranga","84,1 %","0,0 mm","86,2 mm","194,0 mm"
"2011-2-25","sistemaCotia","101,8 %","0,0 mm","139,6 mm","181,8 mm"
"2011-2-25","sistemaRioGrande","95,5 %","0,0 mm","113,9 mm","205,3 mm"
"2011-2-25","sistemaRioClaro","101,7 %","0,2 mm","107,2 mm","244,0 mm"
"2011-2-26","sistemaCantareira","86,3 %","2,7 mm","128,5 mm","206,5 mm"
"2011-2-26","sistemaAltoTiete","78,5 %","0,0 mm","105,3 mm","198,4 mm"
"2011-2-26","sistemaGuarapiranga","84,0 %","0,0 mm","86,2 mm","194,0 mm"
"2011-2-26","sistemaCotia","101,6 %","0,0 mm","139,6 mm","181,8 mm"
"2011-2-26","sistemaRioGrande","95,3 %","0,0 mm","113,9 mm","205,3 mm"
"2011-2-26","sistemaRioClaro","101,6 %","0,0 mm","107,2 mm","244,0 mm"
"2011-2-27","sistemaCantareira","86,2 %","0,0 mm","128,5 mm","206,5 mm"
"2011-2-27","sistemaAltoTiete","78,3 %","0,0 mm","105,3 mm","198,4 mm"
"2011-2-27","sistemaGuarapiranga","84,0 %","0,0 mm","86,2 mm","194,0 mm"
"2011-2-27","sistemaCotia","101,4 %","0,0 mm","139,6 mm","181,8 mm"
"2011-2-27","sistemaRioGrande","95,1 %","0,0 mm","113,9 mm","205,3 mm"
"2011-2-27","sistemaRioClaro","101,4 %","0,0 mm","107,2 mm","244,0 mm"
"2011-2-28","sistemaCantareira","86,3 %","35,3 mm","163,7 mm","206,5 mm"
"2011-2-28","sistemaAltoTiete","78,3 %","17,6 mm","122,9 mm","198,4 mm"
"2011-2-28","sistemaGuarapiranga","84,0 %","16,2 mm","102,4 mm","194,0 mm"
"2011-2-28","sistemaCotia","102,1 %","24,0 mm","163,6 mm","181,8 mm"
"2011-2-28","sistemaRioGrande","98,3 %","64,0 mm","177,9 mm","205,3 mm"
"2011-2-28","sistemaRioClaro","101,2 %","1,2 mm","108,4 mm","244,0 mm"
"2011-3-1","sistemaCantareira","87,7 %","56,0 mm","56,0 mm","184,1 mm"
"2011-3-1","sistemaAltoTiete","79,0 %","38,8 mm","38,8 mm","175,4 mm"
"2011-3-1","sistemaGuarapiranga","85,5 %","25,0 mm","25,0 mm","152,3 mm"
"2011-3-1","sistemaCotia","102,3 %","17,0 mm","17,0 mm","152,9 mm"
"2011-3-1","sistemaRioGrande","102,1 %","46,8 mm","46,8 mm","184,7 mm"
"2011-3-1","sistemaRioClaro","103,9 %","73,3 mm","73,3 mm","244,2 mm"
"2011-3-2","sistemaCantareira","88,1 %","1,8 mm","57,8 mm","184,1 mm"
"2011-3-2","sistemaAltoTiete","79,6 %","5,5 mm","44,3 mm","175,4 mm"
"2011-3-2","sistemaGuarapiranga","85,6 %","1,6 mm","26,6 mm","152,3 mm"
"2011-3-2","sistemaCotia","102,5 %","3,0 mm","20,0 mm","152,9 mm"
"2011-3-2","sistemaRioGrande","102,7 %","7,3 mm","54,1 mm","184,7 mm"
"2011-3-2","sistemaRioClaro","102,5 %","8,0 mm","81,3 mm","244,2 mm"
"2011-3-3","sistemaCantareira","88,3 %","19,9 mm","77,7 mm","184,1 mm"
"2011-3-3","sistemaAltoTiete","80,1 %","11,3 mm","55,6 mm","175,4 mm"
"2011-3-3","sistemaGuarapiranga","87,2 %","21,4 mm","48,0 mm","152,3 mm"
"2011-3-3","sistemaCotia","103,0 %","26,0 mm","46,0 mm","152,9 mm"
"2011-3-3","sistemaRioGrande","102,4 %","11,2 mm","65,3 mm","184,7 mm"
"2011-3-3","sistemaRioClaro","102,9 %","16,2 mm","97,5 mm","244,2 mm"
"2011-3-4","sistemaCantareira","88,6 %","5,5 mm","83,3 mm","184,1 mm"
"2011-3-4","sistemaAltoTiete","80,3 %","3,1 mm","58,8 mm","175,4 mm"
"2011-3-4","sistemaGuarapiranga","87,6 %","1,0 mm","49,0 mm","152,3 mm"
"2011-3-4","sistemaCotia","103,4 %","1,0 mm","47,0 mm","152,9 mm"
"2011-3-4","sistemaRioGrande","101,5 %","0,5 mm","65,8 mm","184,7 mm"
"2011-3-4","sistemaRioClaro","102,3 %","4,8 mm","102,3 mm","244,2 mm"
"2011-3-5","sistemaCantareira","88,8 %","9,6 mm","92,9 mm","184,1 mm"
"2011-3-5","sistemaAltoTiete","80,5 %","2,1 mm","60,9 mm","175,4 mm"
"2011-3-5","sistemaGuarapiranga","86,7 %","2,0 mm","51,0 mm","152,3 mm"
"2011-3-5","sistemaCotia","103,2 %","1,2 mm","48,2 mm","152,9 mm"
"2011-3-5","sistemaRioGrande","101,0 %","17,8 mm","83,6 mm","184,7 mm"
"2011-3-5","sistemaRioClaro","102,2 %","2,6 mm","104,9 mm","244,2 mm"
"2011-3-6","sistemaCantareira","89,0 %","7,2 mm","100,1 mm","184,1 mm"
"2011-3-6","sistemaAltoTiete","80,5 %","4,8 mm","65,7 mm","175,4 mm"
"2011-3-6","sistemaGuarapiranga","85,3 %","0,2 mm","51,2 mm","152,3 mm"
"2011-3-6","sistemaCotia","103,0 %","0,2 mm","48,4 mm","152,9 mm"
"2011-3-6","sistemaRioGrande","100,3 %","3,0 mm","86,6 mm","184,7 mm"
"2011-3-6","sistemaRioClaro","102,0 %","1,0 mm","105,9 mm","244,2 mm"
"2011-3-7","sistemaCantareira","89,3 %","4,3 mm","104,4 mm","184,1 mm"
"2011-3-7","sistemaAltoTiete","80,5 %","0,1 mm","65,8 mm","175,4 mm"
"2011-3-7","sistemaGuarapiranga","84,1 %","0,2 mm","51,4 mm","152,3 mm"
"2011-3-7","sistemaCotia","102,7 %","0,4 mm","48,8 mm","152,9 mm"
"2011-3-7","sistemaRioGrande","99,8 %","6,5 mm","93,1 mm","184,7 mm"
"2011-3-7","sistemaRioClaro","101,9 %","0,1 mm","106,0 mm","244,2 mm"
"2011-3-8","sistemaCantareira","89,4 %","1,9 mm","106,3 mm","184,1 mm"
"2011-3-8","sistemaAltoTiete","80,5 %","0,0 mm","65,8 mm","175,4 mm"
"2011-3-8","sistemaGuarapiranga","83,8 %","0,0 mm","51,4 mm","152,3 mm"
"2011-3-8","sistemaCotia","102,5 %","0,8 mm","49,6 mm","152,9 mm"
"2011-3-8","sistemaRioGrande","99,3 %","0,8 mm","93,9 mm","184,7 mm"
"2011-3-8","sistemaRioClaro","101,9 %","0,1 mm","106,0 mm","244,2 mm"
"2011-3-9","sistemaCantareira","89,5 %","0,6 mm","106,9 mm","184,1 mm"
"2011-3-9","sistemaAltoTiete","80,5 %","3,8 mm","69,6 mm","175,4 mm"
"2011-3-9","sistemaGuarapiranga","83,6 %","3,4 mm","54,8 mm","152,3 mm"
"2011-3-9","sistemaCotia","102,3 %","1,0 mm","50,6 mm","152,9 mm"
"2011-3-9","sistemaRioGrande","98,6 %","8,2 mm","102,1 mm","184,7 mm"
"2011-3-9","sistemaRioClaro","101,7 %","0,0 mm","106,0 mm","244,2 mm"
"2011-3-10","sistemaCantareira","89,6 %","0,1 mm","107,0 mm","184,1 mm"
"2011-3-10","sistemaAltoTiete","80,4 %","0,1 mm","69,7 mm","175,4 mm"
"2011-3-10","sistemaGuarapiranga","84,0 %","0,0 mm","54,8 mm","152,3 mm"
"2011-3-10","sistemaCotia","102,1 %","0,0 mm","50,6 mm","152,9 mm"
"2011-3-10","sistemaRioGrande","98,1 %","0,0 mm","102,1 mm","184,7 mm"
"2011-3-10","sistemaRioClaro","101,9 %","0,3 mm","106,3 mm","244,2 mm"
"2011-3-11","sistemaCantareira","89,6 %","0,0 mm","107,0 mm","184,1 mm"
"2011-3-11","sistemaAltoTiete","80,3 %","0,2 mm","69,9 mm","175,4 mm"
"2011-3-11","sistemaGuarapiranga","83,8 %","0,0 mm","54,8 mm","152,3 mm"
"2011-3-11","sistemaCotia","101,8 %","0,0 mm","50,6 mm","152,9 mm"
"2011-3-11","sistemaRioGrande","97,5 %","0,0 mm","102,1 mm","184,7 mm"
"2011-3-11","sistemaRioClaro","101,9 %","0,3 mm","106,6 mm","244,2 mm"
"2011-3-12","sistemaCantareira","89,5 %","0,1 mm","107,1 mm","184,1 mm"
"2011-3-12","sistemaAltoTiete","80,2 %","0,0 mm","69,9 mm","175,4 mm"
"2011-3-12","sistemaGuarapiranga","83,8 %","0,0 mm","54,8 mm","152,3 mm"
"2011-3-12","sistemaCotia","101,6 %","1,2 mm","51,8 mm","152,9 mm"
"2011-3-12","sistemaRioGrande","96,8 %","0,0 mm","102,1 mm","184,7 mm"
"2011-3-12","sistemaRioClaro","101,9 %","0,6 mm","107,2 mm","244,2 mm"
"2011-3-13","sistemaCantareira","89,3 %","1,3 mm","108,4 mm","184,1 mm"
"2011-3-13","sistemaAltoTiete","80,0 %","0,4 mm","70,3 mm","175,4 mm"
"2011-3-13","sistemaGuarapiranga","83,6 %","4,6 mm","59,4 mm","152,3 mm"
"2011-3-13","sistemaCotia","101,4 %","4,2 mm","56,0 mm","152,9 mm"
"2011-3-13","sistemaRioGrande","96,1 %","8,8 mm","110,9 mm","184,7 mm"
"2011-3-13","sistemaRioClaro","101,9 %","0,2 mm","107,4 mm","244,2 mm"
"2011-3-14","sistemaCantareira","89,0 %","0,0 mm","108,4 mm","184,1 mm"
"2011-3-14","sistemaAltoTiete","80,0 %","0,3 mm","70,6 mm","175,4 mm"
"2011-3-14","sistemaGuarapiranga","84,0 %","2,6 mm","62,0 mm","152,3 mm"
"2011-3-14","sistemaCotia","101,1 %","0,0 mm","56,0 mm","152,9 mm"
"2011-3-14","sistemaRioGrande","96,0 %","0,0 mm","110,9 mm","184,7 mm"
"2011-3-14","sistemaRioClaro","101,9 %","1,9 mm","109,3 mm","244,2 mm"
"2011-3-15","sistemaCantareira","88,8 %","0,1 mm","108,5 mm","184,1 mm"
"2011-3-15","sistemaAltoTiete","79,9 %","1,6 mm","72,2 mm","175,4 mm"
"2011-3-15","sistemaGuarapiranga","84,1 %","0,0 mm","62,0 mm","152,3 mm"
"2011-3-15","sistemaCotia","101,1 %","0,0 mm","56,0 mm","152,9 mm"
"2011-3-15","sistemaRioGrande","95,3 %","1,8 mm","112,7 mm","184,7 mm"
"2011-3-15","sistemaRioClaro","103,2 %","30,6 mm","139,9 mm","244,2 mm"
"2011-3-16","sistemaCantareira","88,4 %","0,4 mm","108,9 mm","184,1 mm"
"2011-3-16","sistemaAltoTiete","80,3 %","4,3 mm","76,5 mm","175,4 mm"
"2011-3-16","sistemaGuarapiranga","84,1 %","0,0 mm","62,0 mm","152,3 mm"
"2011-3-16","sistemaCotia","101,1 %","1,2 mm","57,2 mm","152,9 mm"
"2011-3-16","sistemaRioGrande","96,1 %","11,0 mm","123,7 mm","184,7 mm"
"2011-3-16","sistemaRioClaro","107,1 %","135,8 mm","275,7 mm","244,2 mm"
"2011-3-17","sistemaCantareira","88,2 %","0,9 mm","109,8 mm","184,1 mm"
"2011-3-17","sistemaAltoTiete","81,1 %","0,4 mm","76,9 mm","175,4 mm"
"2011-3-17","sistemaGuarapiranga","84,1 %","0,0 mm","62,0 mm","152,3 mm"
"2011-3-17","sistemaCotia","101,1 %","0,0 mm","57,2 mm","152,9 mm"
"2011-3-17","sistemaRioGrande","98,0 %","1,2 mm","124,9 mm","184,7 mm"
"2011-3-17","sistemaRioClaro","103,5 %","8,2 mm","283,9 mm","244,2 mm"
"2011-3-18","sistemaCantareira","88,1 %","0,4 mm","110,1 mm","184,1 mm"
"2011-3-18","sistemaAltoTiete","81,3 %","0,0 mm","76,9 mm","175,4 mm"
"2011-3-18","sistemaGuarapiranga","84,1 %","0,2 mm","62,2 mm","152,3 mm"
"2011-3-18","sistemaCotia","100,9 %","0,0 mm","57,2 mm","152,9 mm"
"2011-3-18","sistemaRioGrande","98,6 %","0,0 mm","124,9 mm","184,7 mm"
"2011-3-18","sistemaRioClaro","102,5 %","0,0 mm","283,9 mm","244,2 mm"
"2011-3-19","sistemaCantareira","88,1 %","9,9 mm","120,0 mm","184,1 mm"
"2011-3-19","sistemaAltoTiete","81,4 %","4,9 mm","81,8 mm","175,4 mm"
"2011-3-19","sistemaGuarapiranga","84,9 %","1,0 mm","63,2 mm","152,3 mm"
"2011-3-19","sistemaCotia","101,8 %","2,4 mm","59,6 mm","152,9 mm"
"2011-3-19","sistemaRioGrande","98,1 %","1,8 mm","126,7 mm","184,7 mm"
"2011-3-19","sistemaRioClaro","102,2 %","1,5 mm","285,4 mm","244,2 mm"
"2011-3-20","sistemaCantareira","88,2 %","1,7 mm","121,7 mm","184,1 mm"
"2011-3-20","sistemaAltoTiete","81,5 %","2,8 mm","84,6 mm","175,4 mm"
"2011-3-20","sistemaGuarapiranga","84,9 %","3,8 mm","67,0 mm","152,3 mm"
"2011-3-20","sistemaCotia","101,8 %","3,0 mm","62,6 mm","152,9 mm"
"2011-3-20","sistemaRioGrande","98,6 %","17,8 mm","144,5 mm","184,7 mm"
"2011-3-20","sistemaRioClaro","103,4 %","41,2 mm","326,6 mm","244,2 mm"
